nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000765	Pier Angeli	1932	1971	actress,soundtrack	tt0049778,tt0058947,tt0056504,tt0044112
nm0000766	Theodoros Angelopoulos	1935	2012	director,writer,producer	tt0156794,tt0081148,tt0096288,tt0114863
nm0000767	Jean-Hugues Anglade	1955	\N	actor,director,writer	tt0090095,tt0090563,tt0100263,tt0110963
nm0000768	Francesca Annis	1945	\N	actress	tt0087182,tt0077042,tt0085811,tt0375920
nm0000769	Susan Anspach	1942	2018	actress,soundtrack	tt0065724,tt0069808,tt0082770,tt0069097
nm0000770	David Anspaugh	1946	\N	producer,director	tt4196848,tt0108002,tt0091217,tt0081873
nm0000771	Lysette Anthony	1963	\N	actress,producer	tt0085811,tt0096454,tt0104466,tt0112896
nm0000772	Susan Anton	1950	\N	actress,soundtrack,producer	tt0079225,tt0087032,tt0078694,tt0096542
nm0000773	Laura Antonelli	1941	2015	actress	tt0074686,tt0082883,tt0071844,tt0070358
nm0000774	Michelangelo Antonioni	1912	2007	writer,director,editor	tt0060176,tt0073580,tt0047821,tt0053619
nm0000775	Christina Applegate	1971	\N	actress,producer,soundtrack	tt0092400,tt0101757,tt4651520,tt0253867
nm0000776	Michael Apted	1941	2021	director,producer,miscellaneous	tt0143145,tt0157583,tt0454776,tt0384766
nm0000777	Gregg Araki	1959	\N	writer,director,producer	tt2238050,tt1523483,tt0370986,tt0094134
nm0000778	Alfonso Arau	1932	\N	actor,director,writer	tt0114887,tt0092086,tt0103994,tt2380307
nm0000779	Roscoe 'Fatty' Arbuckle	1887	1933	actor,director,writer	tt0012382,tt0007819,tt0007761,tt0009123
nm0000780	Denys Arcand	1941	\N	writer,director,actor	tt0090985,tt0097635,tt0338135,tt7231342
nm0000781	Eve Arden	1908	1990	actress,soundtrack	tt0052561,tt0077631,tt0037913,tt0044287
nm0000782	Asia Argento	1975	\N	actress,director,writer	tt0368774,tt0418819,tt0804507,tt0295701
nm0000783	Dario Argento	1940	\N	writer,director,producer	tt0065143,tt0073582,tt0093677,tt0087909
nm0000784	Pedro Armendáriz	1912	1963	actor,producer	tt0037981,tt0040064,tt0057076,tt0040369
nm0000785	Alison Armitage	1965	\N	actress	tt0116695,tt0105930,tt0180339,tt0115237
nm0000786	George Armitage	1942	\N	producer,writer,director	tt0100143,tt0119229,tt0075393,tt0065760
nm0000787	Bess Armstrong	1953	\N	actress	tt0108872,tt0091653,tt0085750,tt0082405
nm0000788	Gillian Armstrong	1950	\N	director,producer,writer	tt0110367,tt0079596,tt0245046,tt0117206
nm0000789	Desi Arnaz	1917	1986	producer,actor,production_manager	tt0041475,tt1243974,tt0047191,tt0043208
nm0000790	James Arness	1923	2011	actor,producer,miscellaneous	tt0044121,tt0047573,tt0092527,tt0047736
nm0000791	Jack Arnold	1912	1992	director,producer,writer	tt0045920,tt0050539,tt0043138,tt0046876
nm0000792	Tom Arnold	1959	\N	actor,producer,writer	tt0242445,tt0117768,tt0119640,tt0111503
nm0000793	Alexis Arquette	1969	2016	actress,art_department,producer	tt0283003,tt0110912,tt0144120,tt0160862
nm0000794	Lewis Arquette	1935	2001	actor,writer,producer	tt0078966,tt0185431,tt0098439,tt0118111
nm0000795	Jean Arthur	1900	1991	actress,soundtrack	tt0036172,tt0046303,tt0030993,tt0031679
nm0000796	Dana Ashbrook	1967	\N	actor,writer	tt0098936,tt0095990,tt0105665,tt5334704
nm0000797	Hal Ashby	1929	1988	director,editorial_department,actor	tt0067185,tt0070290,tt0078841,tt0061811
nm0000798	Linden Ashby	1960	\N	actor,director	tt0113855,tt0111756,tt0432021,tt1567432
nm0000799	Edward Asner	1929	2021	actor,producer,soundtrack	tt1049413,tt0065314,tt0319343,tt0102138
nm0000800	Armand Assante	1949	\N	actor,soundtrack,producer	tt0116441,tt0113492,tt0104802,tt0765429
nm0000801	Olivier Assayas	1955	\N	writer,director,producer	tt0401711,tt1321865,tt2452254,tt4714782
nm0000802	Mary Astor	1906	1987	actress,soundtrack	tt0037059,tt0033677,tt0033870,tt0034428
nm0000803	Christopher Atkins	1961	\N	actor,writer,producer	tt0086011,tt0080453,tt0084504,tt0493406
nm0000804	Stéphane Audran	1932	2018	actress,soundtrack	tt0068361,tt0092603,tt0062728,tt0064106
nm0000805	Claudine Auger	1941	2019	actress,soundtrack	tt0067656,tt1369743,tt0059800,tt0080718
nm0000806	Bille August	1948	\N	director,writer,cinematographer	tt0438859,tt0119683,tt0107151,tt0093713
nm0000807	Jane Austen	1775	1817	writer	tt0114388,tt13456318,tt0116191,tt0414387
nm0000808	Paul Auster	1947	\N	writer,director,producer	tt0125879,tt0114478,tt3350042,tt0479074
nm0000809	Daniel Auteuil	1950	\N	actor,director,writer	tt0091288,tt0243493,tt0387898,tt1473063
nm0000810	Gene Autry	1907	1998	music_artist,soundtrack,actor	tt0034106,tt0042110,tt0026867,tt0027361
nm0000811	Frankie Avalon	1940	\N	soundtrack,actor,producer	tt0112641,tt0059726,tt0058953,tt0077631
nm0000812	Roger Avary	1965	\N	writer,producer,director	tt0110265,tt0110912,tt0442933,tt0105236
nm0000813	Tex Avery	1908	1980	director,actor,writer	tt0038702,tt0038595,tt0033260,tt0032243
nm0000814	John G. Avildsen	1935	2017	director,editor,producer	tt0097647,tt0087538,tt0100507,tt0075148
nm0000815	Mili Avital	1972	\N	actress,director,editor	tt0111282,tt0112817,tt0181199,tt0120723
nm0000816	Jon Avnet	1949	\N	producer,director,writer	tt0118055,tt0101921,tt0947798,tt0086200
nm0000817	Lew Ayres	1908	1996	actor,soundtrack,director	tt0030241,tt0040495,tt0020629,tt0069768
nm0000818	Shabana Azmi	1950	\N	actress,music_department	tt2792284,tt0083578,tt5286444,tt0116308
nm0000819	Barbara Bach	1946	\N	actress,soundtrack	tt0076752,tt0077572,tt0080058,tt0064750
nm0000820	Burt Bacharach	1928	2023	soundtrack,composer,music_department	tt0145660,tt0064115,tt0082031,tt0119738
nm0000821	Amitabh Bachchan	1942	\N	actor,producer,writer	tt0213890,tt0337578,tt0375611,tt5571734
nm0000822	Jim Backus	1913	1989	actor,soundtrack,writer	tt0057193,tt0057751,tt0076538,tt0048545
nm0000823	Angelo Badalamenti	1937	2022	composer,music_department,soundtrack	tt0166924,tt0116922,tt0105665,tt0344510
nm0000824	John Badham	1939	\N	director,producer,actor	tt0086567,tt0091949,tt0094025,tt0076666
nm0000825	Mary Badham	1952	\N	actress	tt0052520,tt0056592,tt0061089,tt0060626
nm0000826	Jane Badler	1953	\N	actress,producer,soundtrack	tt0085106,tt0086822,tt4054004,tt4244730
nm0000827	Maxine Bahns	1971	\N	actress	tt8558774,tt0112585,tt6517320,tt0117628
nm0000828	Barbara Bain	1931	\N	actress,soundtrack	tt0072564,tt0270197,tt8717656,tt0060009
nm0000829	Stuart Baird	1947	\N	editor,editorial_department,director	tt0381061,tt1074638,tt0253754,tt0078346
nm0000830	Oksana Baiul	1977	\N	actress	tt0243458,tt7462076,tt0115101,tt0118186
nm0000832	Diane Baker	1938	\N	actress,producer,production_manager	tt0115798,tt0102926,tt0058329,tt0057426
nm0000833	Joe Don Baker	1936	\N	actor,miscellaneous,production_manager	tt0113189,tt0093428,tt0116996,tt0112715
nm0000834	Kathy Baker	1950	\N	actress,producer	tt0124315,tt0159365,tt1315216,tt0103512
nm0000835	Ralph Bakshi	1938	\N	director,animation_department,writer	tt0068612,tt0076929,tt0077869,tt0085542
nm0000836	Scott Bakula	1954	\N	actor,producer,soundtrack	tt0096684,tt0169547,tt0244365,tt1291580
nm0000837	Bob Balaban	1945	\N	actor,director,producer	tt0280707,tt0379725,tt0075860,tt0310281
nm0000838	Daniel Baldwin	1960	\N	actor,producer,director	tt0758751,tt1600194,tt1830617,tt0368479
nm0000839	Ina Balin	1937	1990	actress,writer,producer	tt0076984,tt0058456,tt0054757,tt0053841
nm0000840	Lucille Ball	1911	1989	producer,actress,production_manager	tt0062570,tt0043208,tt0047191,tt0055686
nm0000841	Michael Ballhaus	1935	2017	cinematographer,director,actor	tt0103874,tt0099685,tt0217505,tt0106226
nm0000842	Martin Balsam	1919	1996	actor	tt0054215,tt0050083,tt0059798,tt0074119
nm0000843	Anne Bancroft	1931	2005	actress,soundtrack,director	tt0076843,tt0056241,tt0061722,tt0119223
nm0000844	Tamasaburô Bandô	1950	\N	actor,director,writer	tt0230866,tt0079041,tt0108639,tt0184507
nm0000845	Tallulah Bankhead	1902	1968	actress	tt0038040,tt0037017,tt0022814,tt0059106
nm0000846	Ian Bannen	1928	1999	actor,soundtrack	tt0059183,tt0166396,tt0093209,tt0112573
nm0000847	Theda Bara	1885	1955	actress,writer	tt0005100,tt0005339,tt0009792,tt0007769
nm0000848	Olivia Barash	\N	\N	actress,soundtrack,producer	tt0101761,tt0090213,tt0083412,tt0087995
nm0000849	Javier Bardem	1969	\N	actor,producer,soundtrack	tt1074638,tt0477348,tt1164999,tt0369702
nm0000850	Clive Barker	1952	\N	writer,producer,actor	tt0093177,tt0805570,tt0103919,tt0100260
nm0000851	Lex Barker	1919	1973	actor	tt0059915,tt0058751,tt0043025,tt0045220
nm0000852	Jean-Marc Barr	1960	\N	actor,producer,director	tt0178721,tt1692227,tt1462411,tt0095250
nm0000853	Bruno Barreto	1955	\N	director,producer,writer	tt0086871,tt0119815,tt2217458,tt0077452
nm0000854	Majel Barrett	1932	2008	actress,producer,writer	tt0117731,tt0070909,tt0111280,tt0253754
nm0000855	Raymond J. Barry	1939	\N	actor	tt0110955,tt0106856,tt0305711,tt0841046
nm0000856	Ethel Barrymore	1879	1959	actress	tt0038975,tt0041746,tt0039694,tt0037135
nm0000857	John Drew Barrymore	1932	2004	actor,director	tt0043340,tt0134061,tt0055866,tt0055855
nm0000858	John Barrymore	1882	1942	actor,soundtrack,writer	tt0022958,tt0025919,tt0023948,tt0022454
nm0000859	Lionel Barrymore	1878	1954	actor,director,soundtrack	tt0038650,tt0040506,tt0030993,tt0021885
nm0000860	Paul Bartel	1938	2000	actor,director,writer	tt0114814,tt0098261,tt0083869,tt0116225
nm0000861	Freddie Bartholomew	1924	1992	producer,actor,soundtrack	tt0036061,tt0026266,tt0028691,tt0030384
nm0000862	Robin Bartlett	1951	\N	actress,miscellaneous	tt0120632,tt2042568,tt0097722,tt1130884
nm0000863	Billy Barty	1924	2000	actor,soundtrack,director	tt0089469,tt0096446,tt0083254,tt0093507
nm0000864	Mikhail Baryshnikov	1948	\N	actor,producer,miscellaneous	tt0090319,tt0101606,tt0136439,tt0076843
nm0000865	Richard Basehart	1914	1984	actor,director,miscellaneous	tt0049513,tt0047528,tt0043560,tt0057798
nm0000866	Saul Bass	1920	1996	miscellaneous,art_department,animation_department	tt0070531,tt0063804,tt0053125,tt0086162
nm0000867	Jason Bateman	1969	\N	actor,producer,director	tt0367279,tt2948356,tt2170299,tt2704998
nm0000868	Justine Bateman	1966	\N	actress,producer,soundtrack	tt6852672,tt0083413,tt0367279,tt6662050
nm0000869	Alan Bates	1934	2003	actor,soundtrack,producer	tt0066579,tt0164184,tt0280707,tt0265349
nm0000870	Kathy Bates	1948	\N	actress,director,soundtrack	tt0109642,tt0257360,tt0100157,tt0120338
nm0000871	Randall Batinkoff	1968	\N	actor,producer,director	tt0105327,tt2357144,tt0103893,tt0119874
nm0000872	Patrick Bauchau	\N	\N	actor,writer,producer	tt0258000,tt0319969,tt0090264,tt0115320
nm0000873	Belinda Bauer	1950	\N	actress	tt0085549,tt0090066,tt0100502,tt0098546
nm0000874	Steven Bauer	1956	\N	actor,producer,soundtrack	tt0181865,tt1769323,tt0117381,tt0086250
nm0000875	L. Frank Baum	1856	1919	writer,producer,miscellaneous	tt0000679,tt0089908,tt0004207,tt0032138
nm0000876	Noah Baumbach	1969	\N	writer,director,producer	tt2347569,tt0367089,tt6160448,tt7653254
nm0000877	Lamberto Bava	1944	\N	director,assistant_director,producer	tt0088100,tt0089013,tt0090930,tt0101493
nm0000878	Mario Bava	1914	1980	cinematographer,special_effects,director	tt0059792,tt0055022,tt0067656,tt0068863
nm0000879	Anne Baxter	1923	1985	actress,soundtrack	tt0042192,tt0035015,tt0038873,tt0049833
nm0000880	Meredith Baxter	1947	\N	actress,soundtrack,producer	tt0105833,tt0073992,tt0074119,tt0083413
nm0000881	Michael Bay	1965	\N	producer,director,actor	tt1055369,tt2109248,tt0120591,tt0117500
nm0000882	Nathalie Baye	1948	\N	actress,soundtrack,writer	tt0174330,tt0204709,tt0264464,tt1650048
nm0000883	Stephanie Beacham	1947	\N	actress,soundtrack	tt0452643,tt0081856,tt0068505,tt0096698
nm0000884	Jennifer Beals	1963	\N	actress,producer,soundtrack	tt0113101,tt0088851,tt0085549,tt1037705
nm0000885	Ned Beatty	1937	2021	actor,soundtrack	tt0074958,tt0078346,tt0822854,tt0068473
nm0000886	Warren Beatty	1937	\N	actor,soundtrack,producer	tt0082979,tt0118798,tt0077663,tt0061418
nm0000887	Harold Becker	1928	\N	director,producer,cinematographer	tt0098273,tt0249478,tt0120749,tt0107497
nm0000888	Meret Becker	1969	\N	actress,soundtrack,composer	tt0128133,tt0111613,tt0111183,tt0408306
nm0000889	Bonnie Bedelia	1948	\N	actress,soundtrack	tt0085656,tt0099423,tt0095016,tt0100404
nm0000890	Noah Beery Jr.	1913	1994	actor,soundtrack	tt0031762,tt0070895,tt0071042,tt0040724
nm0000891	Wallace Beery	1885	1949	actor,director,soundtrack	tt0040271,tt0025948,tt0023948,tt0022958
nm0000892	Jason Beghe	1960	\N	actor,producer	tt0095652,tt0119173,tt0103074,tt1458175
nm0000893	Ed Begley Jr.	1949	\N	actor,producer,director	tt0910936,tt1178663,tt0310281,tt0218839
nm0000894	Jean-Jacques Beineix	1946	2022	assistant_director,producer,director	tt0090563,tt0098226,tt0104473,tt0082269
nm0000895	Barbara Bel Geddes	1922	2005	actress,soundtrack	tt0040221,tt0042832,tt0052357,tt0077000
nm0000896	Harry Belafonte	1927	2023	music_artist,soundtrack,actor	tt0053454,tt0116745,tt0308055,tt7349662
nm0000897	Ralph Bellamy	1904	1991	actor,soundtrack	tt0086465,tt0028597,tt0034398,tt0032599
nm0000898	Kathleen Beller	1956	\N	actress	tt0071562,tt0081856,tt0077952,tt0084749
nm0000899	Monica Bellucci	1964	\N	actress,soundtrack	tt0234215,tt0242653,tt0213847,tt0465602
nm0000900	Pamela Bellwood	1944	\N	actress	tt0075359,tt0081856,tt0081485,tt0075648
nm0000901	Jean-Paul Belmondo	1933	2021	actor,producer,stunts	tt0053472,tt0059592,tt0061452,tt0055082
nm0000902	Jim Belushi	1954	\N	actor,music_department,producer	tt0097637,tt0095963,tt0072562,tt0117468
nm0000903	Brian Benben	1956	\N	actor,producer,writer	tt0167547,tt0110939,tt0098780,tt0099817
nm0000904	William Bendix	1906	1964	actor,soundtrack,writer	tt0035530,tt0044863,tt0034798,tt0037017
nm0000905	Roberto Benigni	1952	\N	actor,writer,director	tt0118799,tt0102164,tt0419198,tt0090967
nm0000906	Annette Bening	1958	\N	actress,soundtrack	tt0842926,tt0099703,tt4385888,tt0169547
nm0000907	Richard Benjamin	1938	\N	actor,director,producer	tt0070909,tt0118954,tt0070291,tt0073766
nm0000908	David Bennent	1966	\N	actor	tt0078875,tt0085289,tt0089469,tt0303457
nm0000909	Constance Bennett	1904	1965	actress,soundtrack,producer	tt0021825,tt0029682,tt0023786,tt0024506
nm0000910	Joan Bennett	1910	1990	actress,soundtrack	tt0037469,tt0038057,tt0076786,tt0033873
nm0000911	Nigel Bennett	1949	\N	actor,director,soundtrack	tt0284978,tt5580390,tt0103417,tt0115243
nm0000912	Jack Benny	1894	1974	actor,soundtrack,producer	tt0042116,tt0034780,tt0033457,tt0035446
nm0000913	Robby Benson	1956	\N	actor,director,soundtrack	tt0108778,tt0040053,tt0076500,tt0101414
nm0000914	Robert Benton	1932	\N	writer,director,producer	tt0061418,tt0078346,tt0079417,tt0087921
nm0000915	Bruce Beresford	1940	\N	director,producer,writer	tt4196848,tt0091081,tt0097239,tt0080310
nm0000916	Peter Berg	1964	\N	producer,actor,writer	tt0124198,tt1091191,tt0108724,tt0369339
nm0000917	Polly Bergen	1930	2014	actress,soundtrack,miscellaneous	tt0099329,tt0048893,tt0058266,tt0055824
nm0000918	Helmut Berger	1944	2023	actor,soundtrack	tt0073634,tt0068883,tt0064118,tt0099674
nm0000919	Senta Berger	1941	\N	actress,producer,soundtrack	tt0061568,tt0090465,tt0896680,tt0062657
nm0000920	Patrick Bergin	1951	\N	actor,soundtrack,producer	tt0105112,tt0102945,tt0102797,tt0102340
nm0000921	Andrew Bergman	1945	\N	writer,director,producer	tt0110167,tt0089155,tt0117765,tt0071230
nm0000922	Sandahl Bergman	1951	\N	actress,soundtrack,miscellaneous	tt0090009,tt0089893,tt0093171,tt0082198
nm0000923	Busby Berkeley	1895	1976	miscellaneous,director,music_department	tt12403068,tt0029725,tt0027686,tt0026421
nm0000924	Elizabeth Berkley	1972	\N	actress,producer,soundtrack	tt0116313,tt0256524,tt0114436,tt1231277
nm0000925	Steven Berkoff	1937	\N	actor,writer,director	tt0086960,tt0066921,tt0086034,tt1243957
nm0000926	Milton Berle	1908	2002	actor,producer,soundtrack	tt0060801,tt0057193,tt0040041,tt0079588
nm0000927	Irving Berlin	1888	1989	soundtrack,music_department,writer	tt0038370,tt0036430,tt0034862,tt0029852
nm0000928	Sandra Bernhard	1955	\N	actress,soundtrack,writer	tt0085794,tt0138967,tt0120901,tt0102070
nm0000929	Corbin Bernsen	1954	\N	actor,producer,writer	tt0110442,tt0097815,tt0116075,tt0373469
nm0000930	Elmer Bernstein	1922	2004	music_department,composer,soundtrack	tt0054047,tt0056592,tt0120891,tt0297884
nm0000931	Elizabeth Berridge	1962	\N	actress	tt0106039,tt0086879,tt0317648,tt0082427
nm0000932	Halle Berry	1966	\N	actress,producer,director	tt0348836,tt0327554,tt0285742,tt0246460
nm0000933	Valerie Bertinelli	1960	\N	actress,producer,soundtrack	tt0078924,tt0095816,tt0926284,tt0072554
nm0000934	Bernardo Bertolucci	1941	2018	writer,director,producer	tt0093389,tt0065571,tt0070849,tt0117737
nm0000935	Bibi Besch	1942	1996	actress	tt0104118,tt0100814,tt0084726,tt0098384
nm0000936	Martine Beswick	1941	\N	actress,soundtrack,miscellaneous	tt0057076,tt0068502,tt0059800,tt0080839
nm0000937	Richard Beymer	1939	\N	actor,cinematographer,editor	tt0226836,tt0056197,tt0055614,tt0098936
nm0000938	Daniela Bianchi	1942	\N	actress	tt0060704,tt0062397,tt0057076,tt0062078
nm0000939	Adrian Biddle	1952	2005	cinematographer,camera_department	tt0090605,tt0103074,tt0434409,tt0103594
nm0000940	Bigas Luna	1946	2013	writer,director,producer	tt0078934,tt0104545,tt0129923,tt0090644
nm0000941	Kathryn Bigelow	1951	\N	director,producer,writer	tt0887912,tt0093605,tt0114558,tt1790885
nm0000942	Theodore Bikel	1924	2015	actor,soundtrack,director	tt0043265,tt0050356,tt0051525,tt0058385
nm0000943	Traci Bingham	1968	\N	actress	tt0114608,tt0373163,tt3572718,tt0096542
nm0000944	Antonia Bird	1951	2013	director,producer	tt0129332,tt0119092,tt0110889,tt0263181
nm0000945	Jane Birkin	1946	2023	soundtrack,actress,director	tt0077413,tt0901473,tt0060176,tt0083908
nm0000946	Whit Bissell	1909	1996	actor,soundtrack	tt0054387,tt0046876,tt0054047,tt0070723
nm0000947	Karen Black	1939	2013	actress,soundtrack,writer	tt0071577,tt0073440,tt0251736,tt0065724
nm0000948	Shane Black	1961	\N	writer,actor,director	tt1300854,tt3799694,tt0373469,tt0093773
nm0000949	Cate Blanchett	1969	\N	actress,producer,writer	tt0338751,tt2402927,tt2334873,tt0120737
nm0000950	Brenda Blethyn	1946	\N	actress,soundtrack,writer	tt0195234,tt0117589,tt0147004,tt0414387
nm0000951	Joan Blondell	1906	1979	actress,soundtrack	tt0050307,tt0059037,tt0079672,tt0077631
nm0000952	Hart Bochner	1956	\N	actor,director,writer	tt0095016,tt0106364,tt0078902,tt0088206
nm0000953	Peter Bogdanovich	1939	2022	actor,director,writer	tt0067328,tt0063671,tt0070510,tt0079843
nm0000954	Jon Bon Jovi	1962	\N	music_artist,soundtrack,actor	tt0100994,tt0141926,tt0384286,tt1389096
nm0000955	Ward Bond	1903	1960	actor,soundtrack	tt0038650,tt0045061,tt0033870,tt0049730
nm0000956	Lisa Bonet	1967	\N	actress,director,soundtrack	tt0146882,tt0086687,tt0092563,tt0120660
nm0000957	Jan de Bont	1943	\N	cinematographer,camera_department,producer	tt0171363,tt0111257,tt0117998,tt0181689
nm0000958	John Boorman	1933	\N	producer,director,writer	tt0068473,tt0082348,tt0120706,tt0093209
nm0000959	Powers Boothe	1948	2017	actor,soundtrack	tt0401792,tt0848228,tt0114576,tt0108358
nm0000960	Barry Bostwick	1945	\N	actor,soundtrack,producer	tt0070544,tt0073629,tt0084316,tt0117723
nm0000961	Timothy Bottoms	1951	\N	actor,producer	tt0067277,tt0363589,tt0070509,tt0067328
nm0000962	Carole Bouquet	1957	\N	actress,director,soundtrack	tt0082398,tt0098520,tt0281364,tt0398664
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack,producer	tt0052618,tt0060397,tt0058085,tt0060801
nm0000964	Charles Boyer	1899	1978	actor,producer,soundtrack	tt0036855,tt0033722,tt0029855,tt0028739
nm0000965	Danny Boyle	1956	\N	director,producer,actor	tt1542344,tt0111149,tt0289043,tt1010048
nm0000966	Lorraine Bracco	1954	\N	actress,producer,director	tt0099685,tt0104839,tt0112461,tt0141842
nm0000967	Eric Braeden	1941	\N	actor,producer	tt0120338,tt0069658,tt0064177,tt0067065
nm0000968	Sonia Braga	1950	\N	actress,producer,soundtrack	tt0077452,tt0089424,tt0095654
nm0000969	Lillo Brancato	1976	\N	actor,producer	tt0112740,tt0110971,tt0106489,tt0180052
nm0000970	Jonathan Brandis	1976	2003	actor,miscellaneous,director	tt0100240,tt0106126,tt0104670,tt0099864
nm0000971	Nicoletta Braschi	1960	\N	actress,producer	tt0090967,tt0118799,tt0102164,tt6752992
nm0000972	Tinto Brass	1933	\N	actor,writer,director	tt0080491,tt0104014,tt0057942,tt0065161
nm0000973	Benjamin Bratt	1963	\N	actor,producer,director	tt0106697,tt2380307,tt0181865,tt0212346
nm0000974	Walter Brennan	1894	1974	actor,soundtrack	tt0053221,tt0033253,tt0037382,tt0040724
nm0000975	Robert Bresson	1901	1999	writer,director,assistant_director	tt0042619,tt0049902,tt0060138,tt0061996
nm0000976	Martin Brest	1951	\N	director,producer,actor	tt0086960,tt0119643,tt0095631,tt0105323
nm0000977	Beau Bridges	1941	\N	actor,director,producer	tt0097322,tt0467197,tt1033575,tt2097307
nm0000978	Lloyd Bridges	1913	1998	actor,soundtrack,director	tt0080339,tt0107144,tt0102059,tt0083530
nm0000979	Wilford Brimley	1934	2020	actor,stunts	tt0119360,tt0087781,tt0084787,tt0088933
nm0000980	Jim Broadbent	1949	\N	actor,writer,soundtrack	tt1007029,tt0203009,tt0217505,tt1431181
nm0000981	James Brolin	1940	\N	actor,producer,director	tt0078767,tt0070909,tt0077294,tt0181865
nm0000982	Josh Brolin	1968	\N	actor,producer,director	tt4154796,tt4154756,tt1791528,tt0477348
nm0000983	Albert Brooks	1947	\N	actor,soundtrack,writer	tt0780504,tt0101698,tt0092699,tt0089504
nm0000984	Avery Brooks	1948	\N	actor,director,music_department	tt0106145,tt0120586,tt0120609,tt0179626
nm0000985	James L. Brooks	1940	\N	writer,producer,miscellaneous	tt0371246,tt0086425,tt0092699,tt0119822
nm0000986	Bryan Brown	1947	\N	actor,producer,writer	tt0080310,tt0145547,tt0094889,tt2404233
nm0000987	Jim Brown	1936	2023	actor,producer,director	tt0146838,tt0093894,tt0116996,tt0061578
nm0000988	Jerry Bruckheimer	1943	\N	producer,music_department,camera_department	tt0210945,tt0383574,tt0120591,tt0449088
nm0000989	Yul Brynner	1920	1985	actor,director,producer	tt0054047,tt0070909,tt0049408,tt0049833
nm0000990	Betty Buckley	1947	\N	actress,soundtrack,producer	tt0095174,tt4972582,tt0949731,tt0074285
nm0000991	Geneviève Bujold	1942	\N	actress,soundtrack,writer	tt0064030,tt0077355,tt0079592,tt0094964
nm0000992	Billie Burke	1884	1970	actress,soundtrack	tt0023948,tt0029682,tt0030442,tt0032138
nm0000993	Carol Burnett	1933	\N	soundtrack,actress,producer	tt0105017,tt0083564,tt0082405,tt0061240
nm0000994	Raymond Burr	1917	1993	actor,production_manager,director	tt0087344,tt0197521,tt0047396,tt0061266
nm0000995	Ellen Burstyn	1932	\N	actress,producer,soundtrack	tt0070047,tt11161474,tt0180093,tt0071115
nm0000996	LeVar Burton	1957	\N	actor,director,producer	tt0111280,tt0253754,tt0120844,tt0117731
nm0000997	Gary Busey	1944	\N	actor,soundtrack,producer	tt0105690,tt0102685,tt0093409,tt0077280
nm0000998	Jake Busey	1971	\N	actor,producer,music_department	tt0120201,tt0309698,tt0116365,tt0118884
nm0000999	Red Buttons	1919	2006	actor,soundtrack,writer	tt0069113,tt0050933,tt0056059,tt0076538
nm0001000	Tom Byron	1961	\N	actor,director,producer	tt0178845,tt0151056,tt0097039,tt2059288
